iter	Logloss
757	0.5513117232
758	0.5511901799
759	0.5510922795
760	0.5510470913
761	0.5509796842
762	0.5509144487
763	0.550831726
764	0.5507968851
765	0.5507906032
766	0.5506607831
767	0.5505544791
768	0.5504333301
769	0.5502850413
770	0.5501861625
771	0.5501022867
772	0.5500906291
773	0.5499992281
774	0.5498817191
775	0.5497374771
776	0.5496123705
777	0.549513514
778	0.5494233174
779	0.5493414874
780	0.549338646
781	0.5492521137
782	0.5491216362
783	0.5490027382
784	0.5488626683
785	0.5487300451
786	0.5486295605
787	0.5484871615
788	0.5484153685
789	0.5482885409
790	0.548212754
791	0.5480942754
792	0.5479525583
793	0.5478210293
794	0.5476427041
795	0.5475899151
796	0.5474577374
797	0.547370596
798	0.547264823
799	0.5471873202
800	0.547173724
801	0.5471022283
802	0.5469801645
803	0.5468738227
804	0.5467803518
805	0.5466642431
806	0.5466626068
807	0.5465582486
808	0.5464495789
809	0.546366412
810	0.5462855306
811	0.5462264803
812	0.5461447326
813	0.546035868
814	0.545910964
815	0.5458373455
816	0.5457695804
817	0.5456544396
818	0.5455512376
819	0.5454394675
820	0.5453289382
821	0.5452091566
822	0.5450975313
823	0.5450149201
824	0.5449306656
825	0.5448275421
826	0.5447417307
827	0.5446327983
828	0.5445608948
829	0.5444398178
830	0.5443351059
831	0.5442455266
832	0.5441825016
833	0.5440764289
834	0.5439896123
835	0.543940926
836	0.5438733508
837	0.5438031592
838	0.5437325443
839	0.5436789985
840	0.5435602942
841	0.543403926
842	0.5432964596
843	0.5432177677
844	0.543143137
845	0.5430559824
846	0.5429192702
847	0.542794061
848	0.5427257686
849	0.5426590481
850	0.542594301
851	0.5424814443
852	0.5424020516
853	0.5423029755
854	0.5422365293
855	0.5421367812
856	0.5420713766
857	0.5419853111
858	0.5419839245
859	0.5418707293
860	0.5417474288
861	0.5416588383
862	0.541601403
863	0.5414933129
864	0.5413968882
865	0.5412827414
866	0.5411419741
867	0.541009808
868	0.540913788
869	0.5408590932
870	0.5407533219
871	0.5406475632
872	0.5405478062
873	0.5404513453
874	0.5403600451
875	0.5402120555
876	0.5401081389
877	0.5400599193
878	0.5399790461
879	0.5398832238
880	0.5397924431
881	0.5396938535
882	0.5396379628
883	0.5396149681
884	0.5394877924
885	0.5393753744
886	0.5393073306
887	0.5392507536
888	0.5391216293
889	0.5390130329
890	0.5389529017
891	0.5388324715
892	0.5387547427
893	0.5386504208
894	0.5385567602
895	0.538494746
896	0.5383905502
897	0.538330202
898	0.5382044176
899	0.538092228
900	0.5379470079
901	0.5378576854
902	0.537745154
903	0.5376709656
904	0.5375773917
905	0.5374947681
906	0.5374175401
907	0.5373290362
908	0.5372517513
909	0.5371494931
910	0.5370494394
911	0.5369469628
912	0.5369119187
913	0.5368210894
914	0.5367452937
915	0.536644649
916	0.5365412909
917	0.5364213678
918	0.5363370206
919	0.536217688
920	0.5361069078
921	0.5360202963
922	0.5359156722
923	0.5358025565
924	0.5356010749
925	0.5355123355
926	0.5354675466
927	0.5353603925
928	0.5352693216
929	0.5352263837
930	0.535142957
931	0.5350272795
932	0.5349603778
933	0.5348346822
934	0.5347789554
935	0.5346601661
936	0.534534617
937	0.5344354531
938	0.5343479666
939	0.5342071703
940	0.5340984892
941	0.5339921095
942	0.5338950294
943	0.5338239044
944	0.5337436656
945	0.5336412906
946	0.5335616497
947	0.5334523246
948	0.5334291555
949	0.533311645
950	0.5332119719
951	0.5331199959
952	0.5331009895
953	0.5330284826
954	0.5330253634
955	0.5329134215
956	0.5327866919
957	0.5326774904
958	0.5325569422
959	0.5324917626
960	0.5323638881
961	0.5323063926
962	0.5322230203
963	0.5321470004
964	0.5320923617
965	0.5320544944
966	0.5319282427
967	0.5318071452
968	0.5317048376
969	0.5315997332
970	0.5314925421
971	0.5314305152
972	0.5313427188
973	0.53126633
974	0.5311712
975	0.531062566
976	0.5309709246
977	0.5308489688
978	0.5307415402
979	0.5306367095
980	0.5305635053
981	0.5304739569
982	0.5303834045
983	0.5302856156
984	0.5302192536
985	0.5300871367
986	0.5300114824
987	0.5298882186
988	0.5298307217
989	0.5296719244
990	0.529546922
991	0.5294712655
992	0.5293905856
993	0.5293245577
994	0.5292090916
995	0.5290319738
996	0.5289208013
997	0.5288283333
998	0.528728946
999	0.5286138024
